Last name,First name,Middle name,Role,School,Grade
Delaney,Sloane,Eva,Student,Southside,1
Knapp,Anaya,Melissa,Student,Southside,8
Bryan,Raelyn,Amara,Student,Eastside,7
Buchanan,Violet,Sierra,Student,Northside,6
Figueroa,Tate,Royce,Student,Eastside,9
Cooper,Nicholas,Ariel,Student,Eastside,9
Velez,Gideon,Benjamin,Teacher,Southside,
Benson,Chloé,Annie,Student,Southside,12
Ramírez,Makayla,María Paula,Teacher,Southside,
Delaney,Jordan,Vivian,Student,Northside,1
Strong,Nayeli,River,Teacher,Northside,
Shepherd,Cassidy,Briana,Teacher,Southside,
Ferrell,Celeste,Averie,Teacher,Northside,
García,Maci,Maddison,Teacher,Southside,
Willis,Drake,Reid,Student,Westside,11
Morrison,Jordan,Greyson,Teacher,Southside,
Navarro,Jocelyn,Elliana,Student,Northside,10
Frazier,Carolina,Teagan,Teacher,Southside,
Pérez,Louis,Jake,Student,Westside,8
Grimes,Kingston,Killian,Student,Southside,8
Atkinson,Celeste,Teagan,Student,Eastside,7
Garner,Alani,Audrey,Teacher,Northside,
Oneal,Moses,Abram,Student,Westside,4
Wolfe,Luis,Austin,Teacher,Southside,
Landry,Mariah,Nicole,Student,Westside,K
Pacheco,Messiah,Sebastián,Teacher,Eastside,
House,Eleanor,Heaven,Student,Westside,10
Cobb,Dean,Louis,Teacher,Northside,
Pugh,Andre,Andre,Student,Southside,3
Mccoy,Cayden,Marcus,Teacher,Eastside,
Sandoval,Judah,Dexter,Teacher,Southside,
Leblanc,Raymond,Chase,Student,Northside,3
Leon,Milo,Franklin,Teacher,Westside,
William,Aliyah,Fiona,Student,Northside,5
Johnson,Mariana,Ainsley,Teacher,Southside,
Trujillo,Aria,Annabelle,Student,Eastside,9
Casey,Audrey,Francesca,Student,Southside,3
Estes,Eric,Scott,Teacher,Eastside,
Hester,Philip,Maddox,Student,Westside,10
Horn,Andrés,Abraham,Student,Eastside,11
Doyle,John,Martin,Student,Westside,12
Ramírez,Jayla,Veronica,Teacher,Southside,
Mann,Ari,Grant,Student,Eastside,12
Olson,Samara,River,Student,Northside,1
Houston,Karter,Christian,Teacher,Northside,
Randolph,Caroline,Emilia,Teacher,Eastside,
Crosby,Cohen,Elijah,Student,Eastside,11
Wagner,Charlie,Louis,Teacher,Southside,
Wilson,Ada,Dakota,Teacher,Northside,
Montgomery,Trinity,Payton,Teacher,Eastside,
Robertson,Adrianna,Gemma,Student,Eastside,11
Holman,Angel,Brycen,Student,Eastside,10
Powell,Jaime,Damien,Student,Southside,12
Oneal,Evie,Evangeline,Student,Northside,K
Clements,Nicolás,Ángel,Student,Northside,7
Blanchard,Blake,Dahlia,Student,Southside,3
Walsh,Jenna,Mckenzie,Student,Eastside,5
Reeves,Justice,Travis,Student,Eastside,K
Newton,Alessandra,María José,Student,Westside,11
Neal,Kali,Salomé,Teacher,Southside,
Good,Sierra,Bethany,Student,Southside,10
Campos,Lacey,Dylan,Student,Westside,9
Soto,Amir,Ruben,Teacher,Southside,
Hunter,Jocelyn,Vanessa,Teacher,Westside,
Bryant,Abigail,Presley,Student,Northside,9
West,María Paula,Izabella,Teacher,Eastside,
Hunter,Daphne,Daisy,Teacher,Northside,
Gardner,Alexandria,Alejandra,Student,Southside,3
Hampton,Elena,Everly,Student,Southside,K
Lyons,Luna,Remi,Student,Southside,3
Marsh,Malakai,Malik,Teacher,Eastside,
Shepard,Scarlet,Edith,Student,Eastside,2
Drake,Sullivan,Zane,Teacher,Westside,
Cortez,Carolina,Aniyah,Student,Westside,6
Branch,Tate,Owen,Student,Eastside,10
Garner,Gabriel,Kash,Teacher,Southside,
Kaufman,Raegan,Riley,Teacher,Southside,
Woods,Journee,Carter,Student,Westside,1
Ramirez,Parker,Joaquin,Student,Southside,12
Martinez,Eliana,Dahlia,Student,Westside,12
Craft,Brian,Matias,Teacher,Southside,
Clemons,Griffin,Noah,Student,Eastside,1
Lowe,Margot,Summer,Student,Northside,11
Stephenson,Faith,Lilah,Student,Eastside,3
Gates,Brinley,Stephanie,Student,Eastside,5
Thornton,Amara,Fatima,Teacher,Southside,
Fields,Jayson,Ryan,Teacher,Eastside,
Hoover,Rafael,Mateo,Teacher,Northside,
Salazar,Aspen,Alexis,Teacher,Eastside,
Hernandez,Milan,Tate,Teacher,Eastside,
Frye,Ryan,Jayleen,Student,Southside,4
Hines,Mariángel,Alexandra,Student,Northside,12
Vaughan,Easton,Arlo,Student,Eastside,1
Howell,Maggie,Elena,Student,Northside,8
Kemp,Damian,Mathias,Teacher,Westside,
Valentine,Aniyah,Brielle,Teacher,Northside,
Jordan,Noelle,Anastasia,Student,Eastside,9
Wilkerson,Messiah,Marcos,Teacher,Westside,
Hutchinson,Serenity,Hope,Student,Westside,9
Sanders,Phoenix,Adam,Student,Eastside,7
Sims,Ella,Gabriela,Student,Eastside,8
Mcdaniel,Jessica,Georgia,Student,Westside,1
Everett,Edwin,Sawyer,Student,Northside,3
Coffey,Javier,Kolton,Teacher,Westside,
Mayer,Nora,Ada,Student,Eastside,4
Barry,Arielle,Charleigh,Teacher,Westside,
Willis,Addison,Brielle,Teacher,Eastside,
Nash,Wesley,Eduardo,Student,Eastside,2
Santiago,Hazel,Lila,Teacher,Westside,
Roach,Colton,Jayson,Student,Eastside,7
Reid,Miranda,Lila,Teacher,Westside,
Stokes,Malaysia,Fátima,Student,Eastside,11
Goodman,Nina,Naomi,Teacher,Eastside,
Alvarado,Journee,Macie,Student,Eastside,1
Lynn,Sadie,Sophie,Student,Southside,6
Knapp,Delaney,Lydia,Teacher,Eastside,
Nelson,Luke,Silas,Student,Eastside,6
Woodward,Jayleen,Gabriela,Teacher,Northside,
Vincent,Sophie,Macie,Teacher,Westside,
Ball,Nylah,Aria,Student,Northside,7
Cain,Allen,Julián,Teacher,Westside,
Nelson,Camille,Nia,Teacher,Eastside,
Solis,Annabella,Evie,Teacher,Eastside,
Buchanan,Mateo,Antonio,Student,Northside,6
Hampton,Ana,Lilliana,Teacher,Eastside,
Goff,Abram,Conor,Student,Southside,10
Jackson,Mariah,Ariah,Teacher,Northside,
Mccall,Carter,Abel,Teacher,Northside,
Franco,Francisco,Kash,Student,Eastside,5
Bolton,Sophie,Brianna,Teacher,Eastside,
Alvarez,Joaquín,Harvey,Teacher,Northside,
Cleveland,Trenton,Christian,Student,Southside,4
Murphy,Carly,Léa,Student,Westside,9
Reyes,Isla,Quinn,Student,Southside,2
Moreno,Vivienne,Ashlynn,Student,Eastside,4
Chase,Aubree,Rylee,Student,Westside,2
Ramsey,Josiah,Juan José,Student,Northside,2
Hooper,Mila,Leilani,Student,Eastside,5
Drake,Steven,Gael,Student,Westside,1
Holder,Tomás,Zion,Teacher,Northside,
Collins,Morgan,Piper,Student,Southside,9
Wilcox,Mason,Matteo,Student,Eastside,3
Kline,Veronica,April,Student,Northside,9
Harper,Sullivan,Corbin,Student,Southside,10
Jarvis,Natalie,Samara,Student,Eastside,8
Myers,Lauren,Norah,Student,Westside,6
Kirk,Payton,Nyla,IT,Eastside,
Arnold,Mallory,Sawyer,Teacher,Eastside,
Hanson,Brandon,Garrett,Student,Southside,3
Harrell,Hazel,Alivia,Student,Southside,12
Henson,Shelby,Everly,Student,Southside,6
Zimmerman,Miloš,Richard,Teacher,Eastside,
Macias,Presley,Laila,Teacher,Southside,
Gonzales,Ali,Jackson,Teacher,Southside,
Bradshaw,Amiyah,Evelyn,Student,Southside,3
Franco,Zachary,Emilio,Student,Northside,4
Carey,Hayden,Cameron,Student,Westside,12
Kirby,Eloise,Faith,Student,Westside,4
Diaz,Kayleigh,Addyson,Student,Westside,4
West,Gerardo,Orion,Student,Northside,2
Padilla,Brooks,Atticus,Student,Eastside,8
Cunningham,Kendrick,Zion,Teacher,Southside,
Meyers,Dahlia,Nova,Teacher,Southside,
Carver,Anthony,William,Student,Southside,7
Curtis,Lucy,Elena,Teacher,Eastside,
Lang,Adelina,Aubrie,Student,Westside,2
Rosales,Tate,Avery,Teacher,Southside,
Bolton,Willow,Elsie,Student,Eastside,6
Cooper,Remi,Andrea,Student,Eastside,12
Bush,Alexis,Tyson,Student,Eastside,5
Harrington,Lincoln,Conner,Student,Eastside,10
Hood,Braylen,Jase,Student,Eastside,11
Roach,Jayla,Makayla,Teacher,Westside,
Pacheco,Jamie,María,Teacher,Westside,
Horn,Braelyn,Raegan,Student,Eastside,1
Mccarty,Raelyn,Maria,Teacher,Westside,
Pollard,Fabian,Malik,Student,Eastside,K
Bridges,Harper,Faith,Teacher,Northside,
Briggs,Leslie,Zuri,Teacher,Southside,
Paul,Olivia,Payton,Student,Southside,2
Hampton,Ada,Maliyah,Student,Westside,4
Alvarado,Maggie,Shelby,Student,Southside,10
Burnett,Marco,Bryan,Teacher,Southside,
Cash,Eve,Sawyer,Teacher,Eastside,
Knight,Major,Xavier,Student,Southside,K
Sampson,Serenity,Mikayla,Student,Westside,4
Maxwell,Tucker,Kaden,Student,Eastside,7
Porter,Leah,Sara,Teacher,Eastside,
Campbell,Olive,Alayna,Student,Northside,8
Grant,Lilliana,Reese,Student,Northside,4
Farmer,Rylan,Zachariah,Student,Northside,8
Sanders,Eric,Ariel,Student,Northside,7
Bender,Prince,Blake,Student,Southside,1
Goodwin,Paisley,Adelina,Teacher,Northside,
Austin,Brynlee,Ariyah,Teacher,Westside,
Reynolds,Jase,Ezra,Student,Southside,10
Sampson,Arthur,Santiago,Teacher,Southside,
Glenn,Lila,Emersyn,Teacher,Westside,
Aguirre,Preston,Legend,Student,Westside,4
Ramsey,Jameson,Ashton,Student,Southside,6
Mullen,Daphne,Addilyn,Student,Southside,5
Hebert,April,Megan,Student,Eastside,5
Duran,Kayson,Nehemiah,Teacher,Southside,
Crawford,Megan,Angela,Teacher,Westside,
Howard,Leo,Kaiden,Teacher,Southside,
Watts,Ashton,Marcos,Student,Westside,2
Avery,Jackson,Theo,Teacher,Southside,
Stein,Manuel,Julio,Teacher,Eastside,
Wall,Silas,Brady,Teacher,Eastside,
Schneider,Phoenix,Jordyn,Student,Eastside,9
Mccall,Jada,Matilda,Teacher,Eastside,
Martinez,Gia,Kayla,Teacher,Eastside,
Pruitt,Iker,Kevin,Student,Northside,5
Christensen,Albert,Alexis,Teacher,Eastside,
Gillespie,Damon,Jayceon,Teacher,Eastside,
Gill,Princeton,Zachary,Student,Southside,7
Joyce,Luna,Lia,Student,Northside,3
Brewer,Ivy,Lola,Teacher,Westside,
Mays,Sadie,Sabrina,Teacher,Southside,
Hess,Kiara,Cheyenne,Teacher,Southside,
Johnston,Ryan,Nathan,Student,Southside,11
Hudson,Christina,Lillian,Student,Southside,6
Vega,Victor,Seth,Student,Southside,3
Hernández,Raul,Angelo,Student,Southside,11
Alvarez,Jacob,Wade,Teacher,Southside,
Camacho,Paul,Hayes,Student,Northside,8
Martinez,Zayden,Lukas,Teacher,Eastside,
Castaneda,Heidi,Lillian,Teacher,Westside,
Michael,Amanda,Michelle,Student,Eastside,6
Kemp,Roberto,Romeo,Teacher,Eastside,
Poole,Kingston,Kolton,Student,Eastside,K
Sexton,Elijah,Julius,Student,Northside,10
Sharpe,Miloš,Kaleb,Student,Northside,11
Ray,Blakely,Mariana,Student,Northside,K
Carson,Grace,Kaia,Teacher,Eastside,
Wise,Josie,Addilyn,Student,Westside,7
Good,Catalina,Camila,Student,Northside,10
Rich,Theo,Alec,Teacher,Northside,
Gregory,Julie,Camryn,Student,Northside,5
Robinson,Ayla,London,Student,Eastside,12
Lee,Jordyn,Kira,Teacher,Eastside,
Peters,Rose,Annalise,Student,Northside,7
Odonnell,Amelia,Leia,Teacher,Eastside,
Burns,Norah,Isabelle,Teacher,Northside,
Small,Hector,Winston,Teacher,Westside,
Collins,Valeria,Macy,Student,Southside,K
Kane,Daniela,Skylar,Teacher,Eastside,
Lambert,Ashlyn,Bella,Student,Northside,1
French,Dante,Karter,Student,Westside,7
Saunders,Braxton,Brycen,Student,Westside,2
Calhoun,Prince,Armando,Student,Northside,11
Holloway,Selah,Parker,Teacher,Southside,
Allen,Colt,Quinn,Teacher,Northside,
Gentry,Conner,Gage,Student,Eastside,10
Chandler,Ariah,Amanda,Teacher,Northside,
Aguirre,Paul,Jordan,Student,Westside,9
Ramsey,Abigail,Leslie,Teacher,Southside,
Barrett,Josie,Adalynn,Student,Southside,K
Norton,Jayleen,Selena,Student,Southside,7
Barron,Derrick,Enrique,Student,Westside,4
Whitaker,Sergio,Timothy,Teacher,Southside,
Francis,Nicolás,Caden,Student,Westside,6
Petersen,Gideon,Garrett,Teacher,Westside,
Gordon,Amelia,Elliana,Teacher,Northside,
Hopper,Mila,Piper,Teacher,Northside,
Bailey,Isaiah,Pedro,Teacher,Southside,
Rodriquez,Cole,Lincoln,Student,Northside,6
Rosa,Remi,Alicia,Teacher,Westside,
Whitaker,Rose,Jade,Teacher,Northside,
Mcclain,Atlas,Milo,Student,Westside,11
May,Gael,Kendrick,Teacher,Northside,
Perkins,Fernanda,Rachel,Student,Westside,11
Ware,Kane,Lawrence,Teacher,Westside,
Carroll,Saylor,Delaney,Student,Northside,1
Cooper,Theo,Kaleb,Teacher,Southside,
Sánchez,Willa,Kaia,Student,Northside,K
Burks,Óscar,Jaime,Student,Westside,6
Richmond,Lexi,Eva,Student,Southside,3
Jensen,Thiago,Leonel,Student,Westside,4
Sherman,Emily,Kira,Student,Northside,6
Chase,Knox,Kolton,Student,Northside,10
Goff,Melissa,Cassidy,Teacher,Northside,
Dillon,Quinn,Caden,Teacher,Westside,
Wells,Robert,Orion,Student,Eastside,8
Murphy,Archer,Caleb,Teacher,Northside,
Houston,Colette,Sabrina,Student,Westside,10
Castaneda,Dean,Riley,Teacher,Westside,
Sweet,Joaquin,Lawrence,Teacher,Northside,
Page,Damon,Archer,Student,Westside,12
Johns,Stella,Lia,Student,Westside,4
Skinner,Tessa,Charlie,Teacher,Southside,
Snider,Xander,Benson,Student,Northside,K
Carroll,Sloane,Madeleine,Teacher,Northside,
Trevino,Juan,Emanuel,Teacher,Southside,
Horn,Noah,Tobias,Teacher,Westside,
Cherry,Zuri,Adaline,Teacher,Westside,
William,Mariana,Chloe,Student,Southside,5
Fitzpatrick,Liliana,Ximena,Teacher,Northside,
Gentry,Muhammad,Edwin,Student,Southside,4
Fleming,Camden,José,Teacher,Northside,
Taylor,Kaydence,Miranda,Teacher,Southside,
Morton,Mason,Finn,Teacher,Westside,
Rice,Makenna,Kennedy,Student,Northside,12
Glass,Kasen,Cooper,Student,Southside,6
Black,Kara,Miriam,Student,Westside,10
Huffman,Aleah,Ivy,Teacher,Southside,
Henson,Amir,Fernando,Student,Northside,3
Crosby,Haley,Annabelle,Teacher,Eastside,
Bartlett,Conor,Tristan,Teacher,Southside,
Flores,Ashley,Sophie,Teacher,Southside,
Mckee,Evie,Thea,Teacher,Eastside,
Ruiz,Alayna,Esmeralda,Teacher,Eastside,
Benton,Kara,Génesis,Student,Northside,10
Ball,Callie,Anaya,Teacher,Eastside,
Haley,Lila,Remington,Teacher,Northside,
Bradshaw,Ariel,Aaron,Teacher,Northside,
Spence,Kai,Maximiliano,Student,Eastside,10
Baldwin,Charlotte,Kayla,Student,Southside,5
Davenport,Austin,Hüseyin,Student,Northside,9
Galloway,Gael,Dante,Student,Westside,1
Osborne,Iris,Léa,Teacher,Northside,
Cabrera,Sierra,Mckinley,Teacher,Eastside,
Nash,Briana,Emely,Teacher,Westside,
Wolfe,Everett,Dallas,Student,Southside,7
Bishop,William,Daxton,Teacher,Southside,
Walter,Colt,Nash,IT,Northside,
Rodriquez,Eva,Chloé,Student,Westside,8
Ferrell,Adriel,Braylen,Student,Eastside,2
González,Daniela,Molly,Student,Northside,K
Patton,Selena,Harmony,Student,Westside,11
Rollins,Marcos,Liam,Student,Southside,11
Wagner,Stephen,Tobias,Student,Southside,4
Neal,Remington,Sergio,Teacher,Northside,
Harmon,Malaysia,Frances,Student,Westside,4
Butler,Rafael,Amari,Teacher,Westside,
Short,Fabian,Finnegan,Teacher,Eastside,
Bennett,Helen,Ryan,Student,Northside,6
Kane,Damian,John,Student,Eastside,10
Bradford,Alina,Ryan,Teacher,Westside,
Pérez,Nicolás,Ian,Student,Northside,6
Donovan,Hadley,Blakely,Student,Eastside,4
Underwood,Esther,Mariah,Student,Eastside,1
Cherry,Ryan,Lucy,Teacher,Southside,
Rivera,Ivy,Hazel,Student,Southside,4
Vance,Parker,Marcos,Student,Westside,9
Compton,Adelina,Daleyza,Teacher,Westside,
Hammond,Roman,Arlo,Teacher,Northside,
Wynn,Owen,Quentin,Teacher,Westside,
Brown,Jayleen,Penelope,Teacher,Westside,
Olson,Malaysia,Selena,Student,Westside,5
Holman,Noah,Hendrix,Student,Eastside,3
Herring,Jaime,Donovan,Student,Westside,10
Vazquez,Donovan,Gunner,Teacher,Southside,
Pope,Jude,Matias,Student,Eastside,K
Ford,Marshall,Noah,Student,Eastside,8
Parrish,Troy,Jayden,Teacher,Southside,
Christian,Benjamin,Sebastián,Student,Westside,1
Miranda,Marshall,David,Teacher,Westside,
Boyer,Malachi,Logan,Student,Westside,7
Rowe,Alice,Juliana,Teacher,Eastside,
Noble,Harmony,Athena,Teacher,Westside,
Lowe,Silas,Jaime,Teacher,Northside,
Fisher,Lena,Alyssa,Student,Eastside,10
Johnston,Evan,Dean,Student,Southside,11
Chapman,Skye,Leila,Student,Westside,3
Gutierrez,Caden,Atlas,Teacher,Southside,
Rivas,Alison,Lucía,Teacher,Northside,
Schneider,Princeton,Cody,Student,Westside,K
Preston,Zoe,Dakota,Student,Westside,4
Chan,Alejandra,Zuri,Student,Eastside,9
Mathews,Miriam,Haven,Teacher,Eastside,
Gould,Elijah,Blake,Student,Westside,K
Erickson,Armando,Corbin,Student,Northside,5
Hampton,Emerson,Ashton,Student,Westside,9
Sampson,Macy,Anastasia,Student,Southside,3
Hayes,Peyton,Sergio,Student,Northside,9
Holman,Leila,Aliyah,Teacher,Southside,
Russo,Valeria,Lucille,Teacher,Northside,
Merrill,Rosemary,Eden,Teacher,Northside,
Heath,Adam,John,Student,Eastside,5
Hill,Rylan,Dominic,Teacher,Westside,
Boyd,Dominick,Kingston,Teacher,Northside,
Hancock,Mia,Remington,Teacher,Westside,
Stevenson,Tucker,Julián,Teacher,Northside,
Clarke,Aubrey,Dylan,Student,Northside,2
Navarro,Ibrahim,Maximilian,Student,Northside,8
Ferguson,Isla,Hannah,Teacher,Eastside,
Moody,Drake,Rocco,Student,Westside,11
Nolan,Odin,Tobias,Student,Westside,3
Riley,Marilyn,Lydia,Student,Eastside,K
Riley,Kasen,Gage,Student,Eastside,9
Oneill,Giselle,Faith,Student,Eastside,11
Clements,Isaiah,Lorenzo,Teacher,Westside,
Barnes,Hank,Jude,Student,Eastside,5
Rivas,River,Naomi,Student,Northside,12
Kent,Angelina,Willa,Student,Northside,6
Hopper,Jamison,Elias,Teacher,Westside,
Bailey,Ella,Presley,Teacher,Northside,
Sweeney,Timothy,Óscar,Teacher,Southside,
Robles,Alex,Grayson,Teacher,Northside,
Anderson,Cruz,Moises,Teacher,Eastside,
Conner,Zachariah,Kian,Student,Northside,6
Moran,Sofía,Ariella,Teacher,Eastside,
Faulkner,Mariángel,Jade,Teacher,Southside,
Grant,Alec,Bruce,Student,Southside,4
Leblanc,Levi,Peyton,Student,Westside,6
Payne,Camilla,Kaydence,Teacher,Westside,
Franco,Zoe,Justice,Student,Westside,10
Sampson,Adrianna,Ariyah,Teacher,Northside,
Osborn,Griffin,Bryson,Teacher,Westside,
Copeland,Nash,Raymond,Student,Southside,3
Burgess,Bradley,Cohen,Student,Westside,K
Davenport,Elliott,Bowen,Teacher,Eastside,
Jacobs,Marlee,Abigail,Teacher,Westside,
Ingram,Regina,Maddison,Student,Westside,10
Juarez,Hayden,Ryker,Teacher,Southside,
Lyons,Royce,Alejandro,Student,Eastside,6
Ellison,Keith,Davis,Student,Southside,4
Harris,Blake,Khloe,Teacher,Eastside,
Noble,Ariella,Harlow,Student,Northside,9
Parks,Rafael,Aiden,Student,Southside,10
Irwin,Israel,Jesse,Student,Westside,12
Orr,Leah,Paislee,Student,Southside,7
Velez,Alejandra,Edith,Teacher,Southside,
Burris,Ashlyn,Nadia,Student,Eastside,K
Hooper,Andrea,Ashlyn,Student,Southside,4
Burch,Allie,Miriam,Teacher,Northside,
Mullen,Penelope,Allie,Student,Westside,10
Garrett,Jamie,Izabella,Student,Northside,K
Nelson,Kolton,River,Teacher,Southside,
Roberts,Mckinley,Maliyah,Teacher,Westside,
Mitchell,Kendra,Léa,Teacher,Westside,
Sweeney,Gwendolyn,Lilliana,Student,Westside,10
Sampson,Kade,Corbin,Student,Westside,9
Conner,Regina,Braelyn,Student,Eastside,K
Patel,Fátima,Rose,Student,Westside,11
Barrera,Alejandro,Jayce,Teacher,Westside,
Jarvis,Clark,Damien,Teacher,Northside,
Reeves,Ace,Abraham,Teacher,Eastside,
Clemons,Chloé,Dylan,Student,Westside,7
Woodward,Lennon,Cora,Student,Northside,11
Murphy,Remington,Giselle,Student,Westside,6
Avila,Austin,Sawyer,Teacher,Westside,
Lott,Jasmine,Zuri,Teacher,Southside,
Charles,Grady,Tristan,Teacher,Northside,
Copeland,Phillip,Giovanni,Teacher,Eastside,
Hartman,Valeria,Mary,Student,Eastside,10
Nguyen,Jayden,Ethan,Teacher,Northside,
Payne,Jayleen,Quinn,Teacher,Eastside,
Hodge,Parker,Lola,Teacher,Eastside,
Cameron,José,Jett,Teacher,Northside,
Baldwin,Bethany,Kiara,IT,Northside,
Estrada,Óscar,Caden,Teacher,Westside,
Hebert,Ruby,Amanda,Student,Southside,6
Roth,Nicholas,Ashton,Student,Westside,4
Bolton,Nicolas,Gavin,Student,Westside,4
Gallagher,Adonis,Kyrie,Student,Eastside,K
Holloway,Sean,Kingston,Student,Eastside,K
Kerr,Michelle,Paige,Teacher,Southside,
Cobb,Omar,Noel,Teacher,Northside,
Wright,Miraç,Prince,Teacher,Southside,
Acosta,Blake,Logan,Student,Northside,10
Lloyd,Jorge,Dillon,Student,Eastside,8
Church,Tatum,Nadia,Teacher,Northside,
Leon,Ryder,Brian,Teacher,Westside,
Rivers,Isaiah,Jonathan,Teacher,Southside,
Hood,Lilah,Emilia,Teacher,Eastside,
Kirby,Amari,Braxton,Student,Southside,1
Adams,Joshua,Oliver,Teacher,Southside,
Vaughan,Madison,Rowan,Student,Westside,8
Cleveland,Scarlett,Amaya,Student,Westside,6
Dominguez,Alessandra,Nevaeh,Teacher,Westside,
Rutledge,Dylan,Tyson,Teacher,Southside,
Roth,Esteban,Ali,Student,Eastside,5
Kennedy,Leila,Mikayla,Teacher,Southside,
Harrell,Amber,Natalia,Student,Northside,12
Pérez,Shelby,Mariah,Teacher,Westside,
Hernández,Gemma,Emerson,Student,Eastside,9
Wilkinson,Nora,Amina,Teacher,Northside,
Marshall,Camille,Carmen,Teacher,Westside,
Peters,Matías,Leonardo,Student,Northside,4
Marshall,Clayton,Adonis,Student,Northside,6
Hampton,Raiden,Charles,Student,Westside,9
Phelps,Cash,Xavier,Student,Eastside,K
Bates,Bennett,Tobias,Student,Eastside,4
Duke,Maverick,Jaime,Teacher,Eastside,
Contreras,Ivy,Piper,Student,Westside,5
Romero,Nehemiah,Ismael,Teacher,Northside,
Howard,Philip,John,Student,Eastside,7
Mendoza,Brielle,June,Teacher,Northside,
Bauer,Hazel,Erin,Teacher,Westside,
Houston,Cyrus,Enzo,Student,Northside,6
Pittman,Gracelyn,Lucille,Student,Westside,9
Carson,Layla,Miriam,Student,Westside,10
Casey,Matteo,Tristan,Student,Northside,9
Burris,Jordan,Corbin,Student,Westside,7
Norton,Aylin,Emely,Student,Westside,2
Lancaster,Francisco,Jasper,Student,Southside,K
Watson,Evelyn,Josephine,Teacher,Northside,
Watson,Frances,Carter,Teacher,Eastside,
Anderson,Rachel,Diana,Student,Southside,3
Guzman,Óscar,Bryson,Student,Eastside,1
Harding,Felicity,Kelsey,Student,Eastside,4
Noble,Maci,Evelyn,Student,Westside,1
Walter,Keegan,Nash,Teacher,Westside,
Simon,Justice,Ariana,Student,Southside,3
Roberts,Makenzie,Violet,Teacher,Northside,
Daugherty,Nasir,Prince,Student,Southside,7
Duran,Kyler,Hector,Student,Southside,8
Rosa,Cohen,Emerson,Student,Northside,3
Wilson,Rowan,Angelina,Teacher,Westside,
Gilbert,Christina,Alani,Teacher,Southside,
Kline,Alejandro,Ethan,Student,Eastside,K
Sparks,Logan,Aleah,Teacher,Eastside,
Bates,Marley,Daleyza,Student,Westside,8
Bush,Nathan,Cameron,Teacher,Eastside,
Fry,Johnathan,Zachariah,Student,Southside,9
Matthews,Zaiden,Dylan,Student,Northside,3
Calderon,Kali,Nyla,Student,Northside,3
Levine,Pablo,Porter,Student,Westside,6
Sloan,Eli,Arthur,Student,Eastside,2
Delaney,Charlie,Macie,Teacher,Southside,
Bernard,Sophie,Madelynn,Student,Westside,5
Martinez,Lexi,Alondra,Student,Southside,2
Dudley,Alex,Henry,Student,Northside,K
Huffman,Rory,Javier,Teacher,Northside,
Henry,Samara,Delilah,Teacher,Eastside,
Estes,Kaleb,Simon,Teacher,Southside,
Walters,Bryan,Beckett,Teacher,Eastside,
Golden,Maximiliano,Christian,Teacher,Eastside,
Hayes,Ruby,Emilia,Teacher,Northside,
Solomon,Titus,Levi,Student,Northside,9
Hernández,Blake,Frances,Student,Southside,5
Cortez,Aliyah,María Fernanda,Teacher,Westside,
Huff,Jameson,Nico,Student,Eastside,8
Chandler,Griffin,Sebastián,Student,Eastside,3
Munoz,Gabrielle,Ayla,Student,Westside,1
Leblanc,Remy,Miles,Student,Westside,12
Booker,Óscar,Cason,Teacher,Southside,
Mcmillan,Peter,Owen,Teacher,Northside,
Simon,Gavin,Kolton,Student,Northside,9
Sparks,Jordyn,Braelynn,Teacher,Northside,
Donaldson,Addison,Madison,Teacher,Westside,
Gentry,Alani,Norah,Student,Westside,10
Nixon,Dylan,Warren,Teacher,Northside,
Oliver,Annabelle,Lola,Student,Eastside,K
Becker,Manuel,Caleb,Student,Westside,4
Reeves,Cyrus,Carlos,Teacher,Eastside,
Eaton,Jameson,Graham,Student,Southside,1
Irwin,Ayla,Bianca,Teacher,Southside,
Freeman,Nasir,Augustus,Student,Westside,2
Combs,Jayce,Cody,Teacher,Northside,
Bauer,Ainsley,Elsie,Teacher,Eastside,
Swanson,Kyle,Aiden,Student,Eastside,10
Schwartz,Nathan,Parker,Student,Southside,1
Odonnell,Kendall,Michelle,Teacher,Northside,
Strickland,Walker,Christopher,Teacher,Southside,
Cherry,Kendra,Adalynn,Student,Northside,6
Pope,Quentin,Brandon,Teacher,Southside,
Pope,Reed,Matthew,Teacher,Westside,
Acosta,Phoebe,Raegan,Student,Westside,1
López,Selah,Dakota,Teacher,Southside,
Stone,Kash,Brandon,Student,Northside,1
Ward,Brielle,Samara,Student,Southside,9
Fleming,Damian,Seth,Student,Eastside,7
Preston,Blake,Kevin,Teacher,Southside,
Heath,Bodhi,Jaden,Teacher,Westside,
Thompson,Matías,Landen,Teacher,Eastside,
Boone,Augustus,Julius,Student,Southside,K
Vasquez,Juan,Russell,Teacher,Westside,
Riggs,Chelsea,Aleah,Teacher,Eastside,
Mills,Phoenix,Léa,Student,Eastside,2
Alvarez,Archer,Felix,Teacher,Westside,
Hubbard,Dalton,Derek,Student,Eastside,4
Nguyen,Fernanda,Alexandra,Teacher,Southside,
Browning,Maximiliano,Jorge,Student,Eastside,2
Mendoza,Esther,Aliyah,Student,Westside,2
Gregory,Averie,Myla,Student,Northside,6
Hester,Caden,Michael,Teacher,Southside,
Giles,Jazmín,Angel,Student,Westside,2
Mckenzie,Callie,Juniper,Teacher,Northside,
Nixon,Tobias,Holden,Student,Southside,10
